record_id,title,url,source_name,source_reliability_label,source_reliability_score,query_text,fetched_at,published_at,company_name,district,legal_sections,legal_section_meanings,violation_type,cin_candidates,subject_label,snippet,has_company_name,has_district,has_legal_section,record_quality_score,usable_for_analytics,source_provider,company_status,incorporation_date,last_agm_date,last_balance_sheet_date,registered_address,authorized_capital,paid_up_capital,nic_code,industry_description,roc_office,listed_status,profile_last_updated
07b351a67e017e88,KAMINI TEA CO PVT LTD,https://www.instafinancials.com/company/kamini-tea-co-pvt-ltd-U51226WB1962PTC025717,InstaFinancials Company Profile,registry_aggregator,0.65,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted,2026-04-05T21:55:35.578816+00:00,2023-09-25,KAMINI TEA CO PVT LTD,Kolkata,,,liquidation,U51226WB1962PTC025717,KAMINI TEA CO PVT LTD,"CIN: U51226WB1962PTC025717. Status: Under Liquidation. Incorporation: 1962-12-26. Authorized Capital: ₹ 50,00,000.00. Paid Up Capital: ₹ 29,98,000.00. ROC: RoC-Kolkata. Listed Status: Listed. NIC: 51226. Industry: Wholesale Trade And Commission Trade; Except Of Motor Vehicles And Motorcycles. Address: 569 LAKE TERRACE EXTENSION PS LAKE KOLKATA WB 700029 IN.",True,True,False,122.4,True,instafinancials,Under Liquidation,1962-12-26,,,569 LAKE TERRACE EXTENSION PS LAKE KOLKATA WB 700029 IN,"₹ 50,00,000.00","₹ 29,98,000.00",51226,Wholesale Trade And Commission Trade; Except Of Motor Vehicles And Motorcycles,RoC-Kolkata,Listed,2023-09-25
4c25629e96d1adf4,KAMLAPUR SUGAR & INDUSTRIES LIMITED,https://www.instafinancials.com/company/kamlapur-sugar-industries-limited-U01119WB1998PLC087244,InstaFinancials Company Profile,registry_aggregator,0.65,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted,2026-04-05T21:42:11.813786+00:00,2023-12-01,KAMLAPUR SUGAR & INDUSTRIES LIMITED,Kolkata,,,liquidation,U01119WB1998PLC087244,KAMLAPUR SUGAR & INDUSTRIES LIMITED,"CIN: U01119WB1998PLC087244. Status: Under Liquidation. Incorporation: 1998-06-02. Last AGM: 2010-03-30. Last Balance Sheet: 2009-09-30. Authorized Capital: ₹ 75,00,00,000.00. Paid Up Capital: ₹ 44,23,22,000.00. ROC: RoC-Kolkata. Listed Status: Listed. NIC: 1119. Industry: Agriculture ; Hunting And Related Service Activities. Address: Dream Palace Old Jessore Road; Doltala Kolkata Kolkata WB 700132 IN.",True,True,False,132.4,True,instafinancials,Under Liquidation,1998-06-02,2010-03-30,2009-09-30,Dream Palace Old Jessore Road; Doltala Kolkata Kolkata WB 700132 IN,"₹ 75,00,00,000.00","₹ 44,23,22,000.00",1119,Agriculture ; Hunting And Related Service Activities,RoC-Kolkata,Listed,2023-12-01
eb83235e24c8d440,KAMPILYA BUILDERS PVT.LTD.,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,InstaFinancials West Bengal A-Z Directory,registry_aggregator,0.65,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted,2026-04-05T21:33:08.822110+00:00,,KAMPILYA BUILDERS PVT.LTD.,Kolkata,,,liquidation,U51102WB1995PTC072597,KAMPILYA BUILDERS PVT.LTD.,CIN: U51102WB1995PTC072597. Discovered from the InstaFinancials West Bengal A-Z company directory.,True,True,False,104.4,True,instafinancials,Under Liquidation,,,,"P-65, Bansdroni Park, 3rd Floor,,Kolkata,Kolkata,West Bengal,700070-India",,₹ 19705000,,,,,
b7909d6d051521f9,KARAN SMELTERS PRIVATE LIMITED,https://www.instafinancials.com/company/karan-smelters-private-limited-U27100WB2007PTC116852,InstaFinancials Company Profile,registry_aggregator,0.65,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted,2026-04-05T21:51:40.324941+00:00,2024-09-25,KARAN SMELTERS PRIVATE LIMITED,Kolkata,,,liquidation,U27100WB2007PTC116852,KARAN SMELTERS PRIVATE LIMITED,"CIN: U27100WB2007PTC116852. Status: Under Liquidation. Incorporation: 2007-06-28. Last AGM: 2012-07-18. Last Balance Sheet: 2012-03-31. Authorized Capital: ₹ 1,00,00,000.00. Paid Up Capital: ₹ 1,00,00,000.00. ROC: RoC-Kolkata. Listed Status: Listed. NIC: 27100. Industry: Manufacture Of Basic Metals. Address: 35, CHITTARANJAN AVENUE, 5TH FLOOR,, NA, KOLKATTA, West Bengal 700012, India.",True,True,False,132.4,True,instafinancials,Under Liquidation,2007-06-28,2012-07-18,2012-03-31,"35, CHITTARANJAN AVENUE, 5TH FLOOR,, NA, KOLKATTA, West Bengal 700012, India","₹ 1,00,00,000.00","₹ 1,00,00,000.00",27100,Manufacture Of Basic Metals,RoC-Kolkata,Listed,2024-09-25
d1b0d11edb1ee137,KAUSHIK GLOBAL LOGISTICS LIMITED,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,InstaFinancials West Bengal A-Z Directory,registry_aggregator,0.65,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted,2026-04-05T21:33:08.820914+00:00,,KAUSHIK GLOBAL LOGISTICS LIMITED,Kolkata,,,liquidation,U63090WB2004PLC099002,KAUSHIK GLOBAL LOGISTICS LIMITED,CIN: U63090WB2004PLC099002. Discovered from the InstaFinancials West Bengal A-Z company directory.,True,True,False,104.4,True,instafinancials,Under Liquidation,,,,"DIAMOND CHAMBERS, 4, CHOWRINGHEE LANE BLOCK I & II, 2ND FLOOR,KOLKATA,West Bengal,700016-India",,₹ 56152500,,,,,
19e9d99ce22e0634,KAYAN UDYOG LTD,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,InstaFinancials West Bengal A-Z Directory,registry_aggregator,0.65,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted,2026-04-05T21:33:08.823712+00:00,,KAYAN UDYOG LTD,Kolkata,,,liquidation,U28121WB1969PLC027497,KAYAN UDYOG LTD,CIN: U28121WB1969PLC027497. Discovered from the InstaFinancials West Bengal A-Z company directory.,True,True,False,104.4,True,instafinancials,Under Liquidation,,,,"107A RAJA DINENDRA STREET,KOLKATA,West Bengal,700007-India",,₹ 4993000,,,,,
db6b69bb3c5b6f7d,KAYGEE SHOETECH PRIVATE LIMITED,https://www.instafinancials.com/company/kaygee-shoetech-private-limited-U19202WB2007PTC112472,InstaFinancials Company Profile,registry_aggregator,0.65,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted,2026-04-05T21:51:48.269837+00:00,2025-01-01,KAYGEE SHOETECH PRIVATE LIMITED,Kolkata,,,liquidation,U19202WB2007PTC112472,KAYGEE SHOETECH PRIVATE LIMITED,"CIN: U19202WB2007PTC112472. Status: Under Liquidation. Incorporation: 2007-01-09. Last AGM: 2020-12-31. Last Balance Sheet: 2020-03-31. Authorized Capital: ₹ 1,40,00,000.00. Paid Up Capital: ₹ 91,17,280.00. ROC: RoC-Kolkata. Listed Status: Listed. NIC: 19202. Industry: Tanning And Dressing Of Leather; Manufacture Of Luggage; Handbags Saddlery; Harness And Footwear. Address: 41; MATHESWARTOLA ROAD KOLKATA NA KOLKATA WB 700046 IN.",True,True,False,132.4,True,instafinancials,Under Liquidation,2007-01-09,2020-12-31,2020-03-31,41; MATHESWARTOLA ROAD KOLKATA NA KOLKATA WB 700046 IN,"₹ 1,40,00,000.00","₹ 91,17,280.00",19202,Tanning And Dressing Of Leather; Manufacture Of Luggage; Handbags Saddlery; Harness And Footwear,RoC-Kolkata,Listed,2025-01-01
7633944267c8f79f,KHARIKATIA TEA & INDUSTRIES LIMITED,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,InstaFinancials West Bengal A-Z Directory,registry_aggregator,0.65,priority seed from uploaded WB master data; status=Under Liquidation; listing=Listed,2026-04-05T21:33:08.822572+00:00,,KHARIKATIA TEA & INDUSTRIES LIMITED,Kolkata,,,liquidation,L70101WB1980PLC032922,KHARIKATIA TEA & INDUSTRIES LIMITED,CIN: L70101WB1980PLC032922. Discovered from the InstaFinancials West Bengal A-Z company directory.,True,True,False,104.4,True,instafinancials,Under Liquidation,,,,"CF-366, SALT LAKE CITY, SECTOR - I,,KOLKATA,Kolkata,West Bengal,700064-India",,₹ 11052000,,,,,
5ff569c1c09fa5f4,KIEV FINANCE LTD.,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,InstaFinancials West Bengal A-Z Directory,registry_aggregator,0.65,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted,2026-04-05T21:33:08.820622+00:00,,KIEV FINANCE LTD.,Kolkata,,,liquidation,U67120WB1982PLC035507,KIEV FINANCE LTD.,CIN: U67120WB1982PLC035507. Discovered from the InstaFinancials West Bengal A-Z company directory.,True,True,False,104.4,True,instafinancials,Under Liquidation,,,,"133 CANNING STREET, 1ST FLOOR,KOLKATA,Kolkata,West Bengal,700001-India",,₹ 110477500,,,,,
9f6ffc661978d07c,KOHINOOR POWER PRIVATE LIMITED,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,InstaFinancials West Bengal A-Z Directory,registry_aggregator,0.65,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted,2026-04-05T21:33:08.820753+00:00,,KOHINOOR POWER PRIVATE LIMITED,Kolkata,,,liquidation,U40106WB2008PTC125570,KOHINOOR POWER PRIVATE LIMITED,CIN: U40106WB2008PTC125570. Discovered from the InstaFinancials West Bengal A-Z company directory.,True,True,False,104.4,True,instafinancials,Under Liquidation,,,,"16A , EVEREST HOUSE 46C , J. L. NEHRU ROAD,KOLKATA,West Bengal,700071-India",,₹ 85059000,,,,,
