entity_id,entity_name,entity_type,mention_count,fraud_linked_mentions,distinct_sources,legal_section_count,district_count,average_quality_score,average_reliability_score,network_risk_score,risk_band,supporting_records,districts,legal_sections
progress-cultivation-limited,PROGRESS CULTIVATION LIMITED,company,3,0,2,0,2,86.53,0.78,87.41,High,d3328e121339e777 | a139461dbb1a07fd | a6e6cc2bdaf4c22e,Hooghly | Kolkata,
swati-mining-private-limited,SWATI MINING PRIVATE LIMITED,company,3,0,2,0,1,87.87,0.78,83.65,High,4311ba04513528eb | 4d445fb2828bc11e | 817bc91f02fc2b6d,Kolkata,
hindusthan-small-tools-pvt-ltd,HINDUSTHAN SMALL TOOLS PVT LTD,record_subject,3,0,2,0,1,62.93,0.85,79.83,High,3f51d0e76965d4db | d65b25bcaf4a556a | da377aba0a08ec41,South 24 Parganas,
rnm-infra-private-limited,RNM INFRA PRIVATE LIMITED,company,2,0,2,0,2,107.0,0.75,76.76,High,eae2eecde0456c69 | 47130c4b7783bb4a,Hooghly | Kolkata,
nadia-constructions-private-limited,NADIA CONSTRUCTIONS PRIVATE LIMITED,company,2,0,2,0,2,80.0,0.75,71.9,High,0ba8e0c0adab2290 | cdedc64a3627cc53,Kolkata | Nadia,
agarwal-commodities-broker-private-limited,AGARWAL COMMODITIES BROKER PRIVATE LIMITED,company,2,0,2,0,1,99.0,0.75,71.32,High,6fa40fc431820b64 | 46d674d76717151a,Kolkata,
rajprtim-agencies-private-limited,Rajprtim Agencies Private Limited,company,3,0,1,0,0,71.6,0.85,70.39,High,c605c91e210312ab | 937aec528d4df222 | f4d34d7565c0ac81,,
salasar-exim-limited,Salasar EXIM Limited,company,3,0,1,0,0,67.6,0.85,69.67,Medium,d1e12ae71ae36c9f | f3961f9e5423d72c | c37dd945326724f9,,
glory-furnishers-private-limited,GLORY FURNISHERS PRIVATE LIMITED,company,2,0,2,0,1,84.0,0.75,68.62,Medium,e6b91198c8480849 | 6f98a21549301a0a,Hooghly,
multiple-hotels-private-limited,MULTIPLE HOTELS PRIVATE LIMITED,company,2,0,2,0,1,81.0,0.75,68.08,Medium,e084dfe71e1103a0 | ecb18071685e1c24,Kolkata,
corporate-ispat-alloys-limited,CORPORATE ISPAT ALLOYS LIMITED,company,2,0,2,0,0,83.2,0.82,65.23,Medium,3e0b1dfbe3b8a445 | c9007012e48ed992,,
bansal-oil-extraction-pvt.-ltd,Bansal Oil Extraction Pvt. Ltd,company,2,0,2,0,0,65.6,0.85,62.31,Medium,8abea275f856c45a | a1d0b295937dff99,,
naresh-retail-mart-llp,Naresh Retail Mart LLP,company,2,0,1,0,0,71.6,0.85,56.39,Medium,b9f84a7d7e070088 | 751352050e81df1f,,
newsprint-private-limited,Newsprint Private Limited,company,2,0,1,0,0,71.6,0.85,56.39,Medium,94f8bcd706b88007 | baaf241d59ae7a44,,
ceebuild-company-private-limited,CEEBUILD COMPANY PRIVATE LIMITED,record_subject,2,0,1,0,0,61.6,0.85,54.59,Medium,86fbaac1e3d58a54 | 3900cec935f35fc2,,
